tip,id_ploshadki,servisnyy_id,adres_razmeshcheniya,rayon,id_sk1,naimenovanie_sk1,status_oborudovaniya1,tip_sk_po_dogovoru1,id_sk2,naimenovanie_sk2,status_oborudovaniya2,tip_sk_po_dogovoru2,id_sk3,naimenovanie_sk3,status_oborudovaniya3,tip_sk_po_dogovoru3,id_sk4,naimenovanie_sk4,status_oborudovaniya4,tip_sk_po_dogovoru4,id_sk5,naimenovanie_sk5,status_oborudovaniya5,tip_sk_po_dogovoru5,planovaya_data_1_kv_2026,id_sk6,naimenovanie_sk6,status_oborudovaniya6,tip_sk_po_dogovoru6
УД,196617995,EMTS1638,"г. Санкт-Петербург, ул. 2-я Комсомольская, д.4, корп.1",Красносельский,208386175,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386177,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260319,,,,
УД,196618078,EMTS1667,"г. Санкт-Петербург, ул. Кораблестроителей, д.40, корп.6",Василеостровский,209540638,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,222361803,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260211,,,,
УД,196618095,EMTS1606,"г. Санкт-Петербург, пр. Королева, д.36, корп.8",Приморский,208386087,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,223530618,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260210,,,,
УД,196618118,EMTS991,"г. Санкт-Петербург, ул. Косинова, д.17",Кировский,208386299,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,240712475,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,,,,,,,,,,,,,20260206,,,,
УД,196618129,EMTS1607,"г. Санкт-Петербург, пр. Космонавтов, д.21, корп.3",Московский,208386089,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386091,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260130,,,,
УД,196618222,EMTS3706,"г. Санкт-Петербург, пр. Пархоменко, д.14А",Выборгский,209716081,Daikin внутр.FTXS20K2V1B/внеш.RXS20J2V1B,Активирован,1,209716106,Daikin внутр.FTXS20K2V1B/внеш.RXS20K3V1B,Активирован,1,,,,,,,,,,,,,20260202,,,,
УД,196618224,EMTS1639,"г. Санкт-Петербург, ул. 3-я Красноармейская, д.6А",Адмиралтейский,208386179,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386181,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260218,,,,
УД,196618226,EMTS956,"г. Санкт-Петербург, ул. 4-я Красноармейская, д.13",Адмиралтейский,208386251,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208386253,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260112,,,,
УД,196618298,EMTS1672,"г. Санкт-Петербург, ул. Кронштадтская, д.22",Кировский,208386583,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260305,,,,
УД,196618303,EMTS1673,"г. Санкт-Петербург, ул. Крупской, д.30",Невский,208386585,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386587,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260203,,,,
УД,196618347,EMTS994,"г. Санкт-Петербург, ул. Кузнецовская, д.9",Московский,208386787,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,208386789,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260317,,,,
УД,196618350,EMTS1674,"г. Санкт-Петербург, ул. Куйбышева, д.14",Петроградский,208386591,Fujitsu General внутр.ASH12USBCW/внеш.AOH12UGBC,Активирован,2,,,,,,,,,,,,,,,,,20260115,,,,
УД,196618354,EMTS1675,"г. Санкт-Петербург, ул. Куйбышева, д.31",Петроградский,208386593,Fujitsu General внутр.ASH7USBCW/внеш.AOH7USNC,Активирован,1,208386595,Fujitsu General внутр.ASH7USBCW/внеш.AOH7USNC,Активирован,1,,,,,,,,,,,,,20260115,,,,
УД,196618372,EMTS1609,"г. Санкт-Петербург, пр. Культуры, д.12, корп.3",Выборгский,208386097,Daikin внутр.FTY25GXV1/внеш.RY25GXV1,Активирован,1,208386099,Daikin внутр.FTY25GXV1/внеш.RY25GXV1,Активирован,1,,,,,,,,,,,,,20260226,,,,
УД,196618393,EMTS1676,"г. Санкт-Петербург, ул. Купчинская, д.10, корп.1",Фрунзенский,208386597,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386599,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260302,,,,
УД,196618428,EMTS5407,"г. Санкт-Петербург, пер. Кустарный, д.6",Адмиралтейский,209748528,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209748533,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260112,,,,
УД,196618432,EMTS995,"г. Санкт-Петербург, ул. Кустодиева, д.6, корп.1",Выборгский,208386305,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260202,,,,
УД,196618473,EMTS1610,"г. Санкт-Петербург, пр. Левашовский, д.20",Петроградский,208659272,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659273,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260320,,,,
УД,196618495,EMTS1677,"г. Санкт-Петербург, ул. Лени Голикова, д.31, корп.2",Кировский,208386601,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260305,,,,
УД,196618497,EMTS997,"г. Санкт-Петербург, ул. Лени Голикова, д.31",Кировский,222581610,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,208385905,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260313,,,,
УД,196618548,EMTS912,"г. Санкт-Петербург, пр. Ленинский, д.123, корп.2",Кировский,208386817,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260313,,,,
УД,196618551,EMTS1611,"г. Санкт-Петербург, пр. Ленинский, д.123, корп.3",Кировский,208386101,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,,,,,20260305,,,,
УД,196618587,EMTS914,"г. Санкт-Петербург, пр. Ленинский, д.168, корп.2",Московский,208385937,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260129,,,,
УД,196618600,EMTS1612,"г. Санкт-Петербург, пр. Ленинский, д.98, корп.1",Красносельский,240414254,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,209385857,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260319,,,,
УД,196618666,EMTS915,"г. Санкт-Петербург, пр. Лесной, д.37К",Выборгский,209139694,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,208386821,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260202,,,,
УД,196618669,EMTS1679,"г. Санкт-Петербург, ул. Летчика Пилютова, д.1",Красносельский,208386607,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386609,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260326,,,,
УД,196618679,EMTS4781,"г. Санкт-Петербург, ул. Летчика Пилютова, д.41",Красносельский,241430113,Kentatsu внутр.KSGA53HZRN1/внеш.KSRA53HZRN1,Активирован,2,,,,,,,,,,,,,,,,,20260220,,,,
УД,196618714,EMTS916,"г. Санкт-Петербург, пр. Лиговский, д.99",Центральный,209184681,General внутр.ASH9USCCW/внеш.AOH9UFCC,Активирован,1,209183703,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260114,,,,
УД,196618733,EMTS917,"г. Санкт-Петербург, пр. Литейный, д.17-19А",Центральный,240952657,Kentatsu внутр.KSGA53HZRN1/внеш.KSRA53HZRN1,Активирован,2,209247515,Daikin внутр.FT50CV1A8/внеш.R50CV1A,Активирован,2,,,,,,,,,,,,,20260114,,,,
УД,196618782,EMTS1764,"г. Санкт-Петербург, ул. Лужская, д.9А",Калининский,209020065,Daikin внутр.FT35DVM/внеш.R35DV1,Активирован,2,209020066,Daikin внутр.FT35DVM/внеш.R35DV1,Активирован,2,,,,,,,,,,,,,20260212,,,,
УД,196618851,EMTS919,"г. Санкт-Петербург, пр. Малый П.с., д.15",Петроградский,208386573,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260113,,,,
УД,196618854,EMTS1620,"г. Санкт-Петербург, пр. Малый П.с., д.34А",Петроградский,208386125,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386127,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260313,,,,
УД,196618920,EMTS1621,"г. Санкт-Петербург, пр. Маршала Жукова, д.30, корп.3",Кировский,213180118,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260313,,,,
УД,196618933,EMTS1622,"г. Санкт-Петербург, пр. Маршала Жукова, д.70, корп.1",Кировский,209001055,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260305,,,,
УД,196618976,EMTS1685,"г. Санкт-Петербург, ул. Маршала Новикова, д.4А, корп.3",Приморский,239905260,Kentatsu внутр.KSGI26HFAN1/внеш.KSRI26HFAN1/-40,Активирован,1,244337494,Kentatsu внутр.KSGA26HFAN1/внеш.KSRA26HFAN1,Активирован,1,,,,,,,,,,,,,20260310,,,,
УД,196619008,EMTS1005,"г. Санкт-Петербург, ул. Маяковского, д.27",Центральный,208386321,Daikin внутр.FT25CV1A8/внеш.R25DBV11B,Активирован,1,244559945,Kentatsu внутр.KSGA26HFAN1/внеш.KSRA26HFAN1,Активирован,1,,,,,,,,,,,,,20260128,,,,
УД,196619036,EMTS1773,"г. Санкт-Петербург, пр. Металлистов, д.13",Красногвардейский,215034984,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,215034985,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260123,,,,
УД,196619051,EMTS400,"г. Санкт-Петербург, пр. Металлистов, д.56",Красногвардейский,208385947,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260219,,,,
УД,196619054,EMTS923,"г. Санкт-Петербург, пр. Металлистов, д.72, корп.2",Красногвардейский,208386571,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260123,,,,
УА,196619129,EMTS823,"г. Санкт-Петербург, ул. Большая Монетная, д.17-19К",Петроградский,209013064,Mitsubishi Heavy Industries внутр.FDEN508C/внеш.FDC506CES3,Активирован,4,240453699,Kentatsu KSUNB140HZAN3/KSCB140HZAN1,Активирован,4,,,,,,,,,,,,,20260113,,,,
УД,196619141,EMTS1643,"г. Санкт-Петербург, ул. Большая Монетная, д.20",Петроградский,209156667,Daikin внутр.FTXS50K2V1B/внеш.RXS50L2V1B,Активирован,2,209156679,Daikin внутр.FTXS50K2V1B/внеш.RXS50L2V1B,Активирован,2,,,,,,,,,,,,,20260313,,,,
УД,196619152,EMTS3703,"г. Санкт-Петербург, ул. Мончегорская, д.4Б",Петроградский,209025294,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,223051209,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260313,,,,
УД,196619153,EMTS1688,"г. Санкт-Петербург, ул. Мончегорская, д.6",Петроградский,208659154,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659156,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260313,,,,
УД,196619159,EMTS1588,"г. Санкт-Петербург, наб. Морская, д.15Г",Василеостровский,208386043,Daikin внутр.FT50CV1A8/внеш.R50CV1A,Активирован,2,208386045,Daikin внутр.FHQ35BYV1B/внеш.RXS35G2V1B,Активирован,2,,,,,,,,,,,,,20260211,,,,
УД,196619162,EMTS867,"г. Санкт-Петербург, наб. Морская, д.17, корп.1",Василеостровский,208385869,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,242862047,Daichi внутр.SIB35AVQS1R/внеш.SIB35FVS1R,Активирован,1,,,,,,,,,,,,,20260211,,,,
УД,196619177,EMTS1682,"г. Санкт-Петербург, ул. Малая Морская, д.10",Центральный,208386615,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386617,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260127,,,,
УА,196619215,EMTS393,"г. Санкт-Петербург, пр. Московский, д.129",Московский,208386417,Mitsubishi Electric внутр.MS-GA50VB/внеш.MU-GA50VB,Активирован,3,213458578,Mitsubishi Heavy Industriel внутр.SRK71HE-S1/внеш.SRС71HE-S1,Активирован,2,,,,,,,,,,,,,20260129,,,,
УД,196619226,EMTS926,"г. Санкт-Петербург, пр. Московский, д.150",Московский,208385949,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208385951,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260129,,,,
УД,196619265,EMTS927,"г. Санкт-Петербург, пр. Московский, д.86",Московский,209231413,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209231441,Daikin внутр.FT25JV1B/внеш.R25DBV11B,Активирован,1,,,,,,,,,,,,,20260129,,,,
УД,196619271,EMTS1625,"г. Санкт-Петербург, пр. Московский, д.95",Московский,244853446,Axioma внутр.ASX12HZ1R/внеш.ASB12HZ1R,Активирован,1,,,,,,,,,,,,,,,,,20260129,,,,
УД,196619308,EMTS880,"г. Санкт-Петербург, пр. 2-й Муринский, д.35",Выборгский,208386313,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260226,,,,
УД,196619323,EMTS1689,"г. Санкт-Петербург, ул. Мытнинская, д.3",Центральный,224459218,Royal Clima внутр.RC-VR29HN/внеш. RC-VR29HN,Активирован,1,208386639,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260128,,,,
УД,196619398,EMTS1007,"г. Санкт-Петербург, ул. Народная, д.17, корп.2",Невский,208386325,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260122,,,,
УА,196619559,EMTS818,"г. Санкт-Петербург, пр. Невский, д.176",Центральный,222462823,Mitsubishi Heavy внутр.SRK80ZSPR-S/внеш.SRC80ZSPR-S,Активирован,3,222462746,Mitsubishi Heavy внутр.SRK80ZSPR-S/внеш.SRC80ZSPR-S,Активирован,4,212887533,Mitsubishi Heavy внутр.SRK80SPZR-S/внеш.SRC80SPZR-S,Активирован,3,222462804,Mitsubishi Heavy внутр.SRK80ZSPR-S/внеш.SRC80ZSPR-S,Активирован,4,,,,,20260127,,,,
УД,196619569,EMTS931,"г. Санкт-Петербург, пр. Невский, д.20",Центральный,213070740,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,222364147,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260114,,,,
УД,196619716,EMTS1692,"г. Санкт-Петербург, ул. Новоселов, д.4",Невский,208386641,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,222459295,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260303,,,,
УД,196619747,EMTS1010,"г. Санкт-Петербург, ул. Новостроек, д.24",Кировский,208386781,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260313,,,,
УД,196619793,EMTS1589,"г. Санкт-Петербург, наб. Обводного Канала, д.117",Адмиралтейский,208386047,Daikin внутр.FT35CV1A8/ внеш.R35CV1A,Активирован,1,,,,,,,,,,,,,,,,,20260320,,,,
УД,196619819,EMTS1590,"г. Санкт-Петербург, наб. Обводного Канала, д.205",Адмиралтейский,208386049,Daikin внутр.FT35CV1A8/ внеш.R35CV1A,Активирован,1,,,,,,,,,,,,,,,,,20260320,,,,
УД,196619846,EMTS1626,"г. Санкт-Петербург, пр. Обуховской Обороны, д.137",Невский,208386137,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,215520524,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260122,,,,
УА,196619857,EMTS906,"г. Санкт-Петербург, пр. Обуховской Обороны, д.163",Невский,239821695,Daichi внутр.DAT90BLQS1/внеш.DFT90ALS1,Активирован,3,239821696,Daichi внутр.DAT90BLQS1/внеш.DFT90ALS1,Активирован,3,,,,,,,,,,,,,20260324,,,,
УД,196619868,EMTS1628,"г. Санкт-Петербург, пр. Обуховской Обороны, д.48",Невский,208386143,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386145,Daikin внутр.FT25CV1A8/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260324,,,,
УД,196619873,EMTS1629,"г. Санкт-Петербург, пр. Обуховской Обороны, д.78",Невский,208386149,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,215538077,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260122,,,,
УД,196619885,EMTS1600,"г. Санкт-Петербург, пер. Огородный, д.10",Кировский,223038488,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,,,,,20260313,,,,
УД,196619929,EMTS4816,"г. Санкт-Петербург, ул. Олеко Дундича, д. 26, корп. 1",Фрунзенский,223573655,Royal Clima внутр.RC-VR29HN/внеш. RC-VR29HN,Активирован,1,245578836,Kentatsu внутр.KSGI26HFRN1/внеш.KSRI26HFRN1,Активирован,1,223573657,Royal Clima внутр.RC-VR29HN/внеш. RC-VR29HN,На складе,1,,,,,,,,,20260120,,,,
УД,196619986,EMTS1153,"г. Санкт-Петербург, ул. Омская, д.6А, корп.2",Приморский,240858809,Kentatsu внутр.KSGA53HZRN1/внеш.KSRA53HZRN1,Активирован,2,241148971,Kentatsu внутр.KSGA53HZRN1/внеш.KSRA53HZRN1,Активирован,2,,,,,,,,,,,,,20260310,,,,
